Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
37.00 < Age <= 48.00,?,Associates,Separated,?,Not-in-family,White,Female,High,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,Euro_1,"More than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Separated,Sales,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Never-Married,White-Collar,Unmarried,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,?,Dropout,Never-Married,?,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,High,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
Age <= 28.00,?,High School grad,Never-Married,?,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Local-gov,Masters,Married,Professional,Wife,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Married,Professional,Husband,Asian-Pac-Islander,Male,None,None,Hours per week <= 40.00,SE-Asia,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Local-gov,Masters,Married,Professional,Husband,Amer-Indian-Eskimo,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Sales,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Separated,Admin,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,Prof-School,Married,Professional,Husband,Asian-Pac-Islander,Male,High,None,Hours per week > 45.00,SE-Asia,"More than $50,000"
Age > 48.00,Private,Dropout,Married,Blue-Collar,Husband,Other,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Dropout,Married,Service,Husband,White,Male,None,None,Hours per week <= 40.00,Latin-America,"Less than $50,000"
Age <= 28.00,Private,Associates,Never-Married,Service,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Local-gov,Dropout,Widowed,Service,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Dropout,Married,Service,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Separated,White-Collar,Unmarried,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,Low,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,Black,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,Hours per week <= 40.00,?,"More than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,Latin-America,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,Service,Husband,Asian-Pac-Islander,Male,High,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,State-gov,High School grad,Married,Other,Husband,Black,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,?,Associates,Married,?,Husband,White,Male,None,High,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,Doctorate,Married,Professional,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Local-gov,Prof-School,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Self-emp-inc,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,Masters,Never-Married,White-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,Dropout,Married,Service,Wife,White,Female,None,None,Hours per week <= 40.00,?,"Less than $50,000"
Age > 48.00,Local-gov,Masters,Married,White-Collar,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,High School grad,Married,Sales,Wife,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Admin,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Sales,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,State-gov,Bachelors,Married,Other,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,Bachelors,Separated,Service,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,Other,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,?,Bachelors,Married,?,Husband,Asian-Pac-Islander,Male,None,None,Hours per week <= 40.00,China,"Less than $50,000"
Age > 48.00,Private,High School grad,Widowed,Professional,Not-in-family,White,Female,Low,None,Hours per week <= 40.00,Euro_2,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,Low,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,?,High School grad,Widowed,?,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Federal-gov,Associates,Married,Professional,Wife,White,Female,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Professional,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Prof-School,Married,Professional,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,White-Collar,Husband,Black,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
Age > 48.00,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,High,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Federal-gov,Bachelors,Never-Married,Admin,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,State-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Prof-School,Married,Professional,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Admin,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,High,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,Admin,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,Low,None,Hours per week > 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,?,Associates,Never-Married,?,Unmarried,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,None,Low,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,High,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,Low,None,Hours per week <= 40.00,Euro_2,"Less than $50,000"
Age <= 28.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,South-America,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,Bachelors,Married,Professional,Wife,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,High,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Associates,Married,Admin,Husband,White,Male,None,None,Hours per week <= 40.00,Euro_1,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Service,Own-child,Asian-Pac-Islander,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,Bachelors,Married,White-Collar,Wife,White,Female,None,High,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Self-emp-not-inc,High School grad,Separated,Other,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Separated,White-Collar,Not-in-family,White,Female,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,Latin-America,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Other,Not-in-family,Asian-Pac-Islander,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
